id,label,description,parent,children
2894,leaf,A major problem is that road closures create unnecessary bottlenecks. It is especially difficult for seniors and people on fixed incomes. I would like to see the city redesign dangerous intersections. Another concern is that residents do not know where to report non-emergency problems. I would rather see measurable progress than another study.,10008,[]
2895,leaf,I keep hearing the same concern from neighbours: there are few entry-level jobs with advancement. The people most affected often have the least influence over decisions. A practical response would be to attract industries that offer stable careers.,10081,[]
2896,leaf,For me it comes down to this: snow clearing is inconsistent. You notice it more when you do not own a car. It would help to improve winter maintenance. It would improve both quality of life and trust in local government.,10099,[]
2897,leaf,"Honestly, groceries cost noticeably more every month. Local government should expand food security programs.",10044,[]
2898,leaf,For me it comes down to this: renovictions are displacing long-term tenants. You notice it more when you do not own a car. I would like to see the city allow more duplexes and small apartment buildings.,10150,[]
2899,leaf,"From what I see in my neighbourhood, sports fields are difficult to book. I would like to see the city repair playgrounds and sports facilities. A neighbour recently told me they were considering moving because of it.",10022,[]
2900,leaf,"Honestly, specialist referrals take months. This affects my family directly. I think the best first step is to improve access to urgent care. There is also the issue that open drug use is increasing in some areas. Residents should be involved before major decisions are made.",10016,[]
2901,leaf,A major problem is that young people are leaving for better opportunities.,10068,[]
2902,leaf,"The community has changed a lot, and now students are struggling with mental health. We should probably fund more classroom support. Doing nothing will only make the problem more expensive later.",10048,[]
2903,leaf,I would start with encampments are appearing in parks and underpasses. You notice it more when you do not own a car. A practical response would be to improve addiction treatment access. This should be treated as a long-term priority.,10003,[]
2904,leaf,"From what I see in my neighbourhood, emergency room waits are extremely long. Local government should fund more counselling and crisis services. It would improve both quality of life and trust in local government.",10074,[]
2905,leaf,"From what I see in my neighbourhood, wages have not kept up with basic expenses. Even small improvements would make daily life easier. I think the best first step is to improve access to affordable childcare. At the same time, after-school programs are limited.",10156,[]
2906,leaf,"From what I see in my neighbourhood, poor lighting makes some streets feel unsafe. A practical response would be to support prevention as well as enforcement. Residents should be involved before major decisions are made.",10013,[]
2907,leaf,"I keep hearing the same concern from neighbours: potholes are damaging vehicles. We should probably add traffic calming on residential streets. At the same time, too many new units are priced as luxury housing. We should probably protect existing affordable rentals. This should be treated as a long-term priority.",10021,[]
2908,leaf,The first thing I would fix is the fact that small businesses are struggling with high costs. I think the best first step is to support local businesses. It would improve both quality of life and trust in local government.,10156,[]
2909,leaf,I keep hearing the same concern from neighbours: families are cutting back on food and activities. It would help to support living-wage jobs. Doing nothing will only make the problem more expensive later.,10080,[]
2910,leaf,"From what I see in my neighbourhood, groceries cost noticeably more every month. That could improve if we reduce unnecessary fees. That would make the community feel more livable.",10044,[]
2911,leaf,I would start with open drug use is increasing in some areas. I think the best first step is to increase community-based outreach. Another concern is that potholes are damaging vehicles. This should be treated as a long-term priority.,10021,[]
2912,leaf,I would start with extreme heat is harder on vulnerable residents. You notice it more when you do not own a car. I would like to see the city build safer walking and cycling routes. Another concern is that snow clearing is inconsistent. This should be treated as a long-term priority.,10001,[]
2913,leaf,"The community has changed a lot, and now students are struggling with mental health. Local government should offer affordable after-school activities. It is particularly visible around schools and shopping areas.",10048,[]
2914,leaf,Probably transit feels less safe late at night... There is also the issue that road closures create unnecessary bottlenecks. That would make the community feel more livable.,10034,[]
2915,leaf,"For me it comes down to this: groceries cost noticeably more every month. The people most affected often have the least influence over decisions. I would like to see the city offer targeted help for low-income households. At the same time, it is difficult to find a family doctor. It would help to expand community health centres. I would rather see measurable progress than another study.",10105,[]
2916,leaf,"My main concern is that young adults cannot afford to move out. I have lived here for years and the change is noticeable. That could improve if we speed up approvals for apartment construction. At the same time, seniors on fixed incomes are struggling.",10155,[]
2917,leaf,The first thing I would fix is the fact that groceries cost noticeably more every month. This is connected to the fact that crowding makes commuting stressful.,10044,[]
2918,leaf,"I would start with poor lighting makes some streets feel unsafe. Parents in the area talk about this constantly. It would help to work more closely with local businesses and residents. There should be clear public reporting on whether things are improving. On my street, people have been talking about this for months.",10013,[]
2919,leaf,"Honestly, small everyday purchases now feel expensive. This should be treated as a long-term priority.",10076,[]
2920,leaf,I keep hearing the same concern from neighbours: seniors on fixed incomes are struggling. Parents in the area talk about this constantly. Local government should support living-wage jobs. That would make the community feel more livable.,10141,[]
2921,leaf,"Honestly, some neighbourhoods have poor transit coverage. I think the best first step is to increase late-night service.",10034,[]
2922,leaf,My main concern is that transit feels less safe late at night. I have lived here for years and the change is noticeable. Local government should add routes in underserved areas. This should be treated as a long-term priority.,10034,[]
2923,leaf,The first thing I would fix is the fact that encampments are appearing in parks and underpasses. A practical response would be to open more supportive housing. That would make the community feel more livable. A neighbour recently told me they were considering moving because of it.,10004,[]
2924,leaf,The first thing I would fix is the fact that older buildings waste too much energy. I would like to see the city protect local rivers and ravines. There is also the issue that seniors on fixed incomes are struggling. It would help to support living-wage jobs.,10063,[]
2925,leaf,The biggest issue for me is that poor lighting makes some streets feel unsafe. It feels worse outside the downtown core. It would help to invest in youth programs. I would also add that specialist referrals take months. I would rather see measurable progress than another study.,10102,[]
2926,leaf,The first thing I would fix is the fact that some neighbourhoods have poor transit coverage. The people most affected often have the least influence over decisions. It would help to increase late-night service. This is connected to the fact that families are cutting back on food and activities.,10043,[]
2927,leaf,My main concern is that walk-in clinics are overcrowded... A practical response would be to increase home-care capacity. Doing nothing will only make the problem more expensive later.,10072,[]
2928,leaf,"The community has changed a lot, and now walk-in clinics are overcrowded. I think the best first step is to expand community health centres. Doing nothing will only make the problem more expensive later.",10072,[]
2929,leaf,"One thing that really needs attention is that there are not enough trees. I do not expect an overnight solution, but the current approach is not working. We should probably support home energy retrofits. That would make the community feel more livable.",10152,[]
2930,leaf,"Honestly, more people are sleeping outside. We should probably focus on permanent housing instead of repeated displacement. Residents should be involved before major decisions are made.",10032,[]
2931,leaf,"From what I see in my neighbourhood, dangerous intersections are not being fixed. It is especially difficult for seniors and people on fixed incomes. That could improve if we enforce parking and speeding rules more consistently. At the same time, stations and stops need better accessibility. This should be treated as a long-term priority.",10047,[]
2932,leaf,"Fix repeat vandalism is affecting local businesses. The solution needs to be practical, not just symbolic.",10007,[]
2933,leaf,My main concern is that open drug use is increasing in some areas. We should probably work more closely with local businesses and residents. This is connected to the fact that more people are sleeping outside.,10012,[]
2934,leaf,For me it comes down to this: there are too few supportive housing spaces. We should probably focus on permanent housing instead of repeated displacement.,10134,[]
2935,leaf,"Honestly, residents do not know where to report non-emergency problems. It would help to support prevention as well as enforcement.",10020,[]
2936,leaf,"From what I see in my neighbourhood, utilities and insurance keep increasing. I would like to see the city offer targeted help for low-income households.",10156,[]
2937,leaf,One thing that really needs attention is that new housing takes too long to approve. It would help to use public land for non-market housing. I would also add that young people are leaving for better opportunities. It is particularly visible around schools and shopping areas.,10155,[]
2938,leaf,Dangerous intersections are not being fixed. Please enforce parking and speeding rules more consistently.,10047,[]
2939,leaf,For me it comes down to this: stations and stops need better accessibility. Even small improvements would make daily life easier. I would like to see the city make stops safer and more accessible. Residents should be involved before major decisions are made.,10128,[]
2940,leaf,A major problem is that childcare remains unaffordable for many parents. That could improve if we support living-wage jobs. A neighbour recently told me they were considering moving because of it.,10077,[]
2941,leaf,My main concern is that emergency room waits are extremely long. I would like to see the city increase home-care capacity.,10154,[]
2942,leaf,I would start with groceries cost noticeably more every month. It would help to expand food security programs. There is also the issue that shelters are full or feel unsafe. I would rather see measurable progress than another study.,10108,[]
2943,leaf,"Honestly, renovictions are displacing long-term tenants. We should probably build more mixed-income housing. I would rather see measurable progress than another study.",10106,[]
2944,leaf,"Honestly, people are being moved without receiving long-term support. It feels worse outside the downtown core. That could improve if we provide storage, washrooms, and outreach services.",10133,[]
2945,leaf,"My main concern is that more people are sleeping outside. You notice it more when you do not own a car. We should probably create safer low-barrier shelters. The solution needs to be practical, not just symbolic.",10032,[]
2946,leaf,"From what I see in my neighbourhood, some neighbourhoods have poor transit coverage. Local government should make stops safer and more accessible. This is connected to the fact that young people are leaving for better opportunities. The situation varies by neighbourhood, so one solution may not fit everywhere.",10043,[]
2947,leaf,"honestly, buses are late and sometimes do not show up. it feels worse outside the downtown core. we should probably add routes in underserved areas. there is also the issue that utilities and insurance keep increasing. i would like to see the city expand food security programs. doing nothing will only make the problem more expensive later.",10045,[]
2948,leaf,The biggest issue for me is that walk-in clinics are overcrowded. This is not just an inconvenience anymore. I think the best first step is to improve access to urgent care.,10072,[]
2949,leaf,"Honestly, renovictions are displacing long-term tenants. The people most affected often have the least influence over decisions. I think the best first step is to expand rent assistance.",10148,[]
2950,leaf,One thing that really needs attention is that crowding makes commuting stressful. I think the best first step is to make stops safer and more accessible. I would also add that recycling rules are confusing. We should probably expand cooling centres and tree cover.,10025,[]
2951,leaf,"The biggest issue for me is that crowding makes commuting stressful. A practical response would be to add routes in underserved areas. Another concern is that shelters are full or feel unsafe. The solution needs to be practical, not just symbolic.",10025,[]
2952,leaf,I would start with wages have not kept up with basic expenses. It would help to improve access to affordable childcare. It would improve both quality of life and trust in local government.,10156,[]
2953,leaf,A major problem is that new housing takes too long to approve. That could improve if we use public land for non-market housing. I would rather see measurable progress than another study.,10106,[]
2954,leaf,my main concern is that sports fields are difficult to book. there should be clear public reporting on whether things are improving.,10022,[]
2955,leaf,"Honestly, it is difficult to find a family doctor. It is especially difficult for seniors and people on fixed incomes. I would like to see the city increase home-care capacity. At the same time, construction projects seem poorly coordinated. That would make the community feel more livable.",10154,[]
2956,leaf,"From what I see in my neighbourhood, people are being moved without receiving long-term support. Local government should provide storage, washrooms, and outreach services.",10133,[]
2957,leaf,"Mostly young adults cannot afford to move out. The solution needs to be practical, not just symbolic.",10113,[]
2958,leaf,I keep hearing the same concern from neighbours: specialist referrals take months. A practical response would be to increase home-care capacity.,10016,[]
2959,leaf,Probably rent is rising faster than wages. I have lived here for years and the change is noticeable. I think the best first step is to build more mixed-income housing. This is connected to the fact that shelters are full or feel unsafe.,10155,[]
2960,leaf,I keep hearing the same concern from neighbours: some neighbourhoods have poor transit coverage. I would like to see the city run buses more frequently.,10151,[]
2961,leaf,I would start with school buildings need repairs. That could improve if we repair aging school facilities. I would also add that local employers cannot find workers with the right training.,10156,[]
2962,leaf,"Families are cutting back on food and activities. Please improve access to affordable childcare. On my street, people have been talking about this for months.",10156,[]
2963,leaf,A major problem is that teenagers have few affordable activities. Local government should repair aging school facilities.,10028,[]
2964,leaf,"Honestly, renovictions are displacing long-term tenants. It would help to use public land for non-market housing. It would improve both quality of life and trust in local government.",10148,[]
2965,leaf,"The community has changed a lot, and now too many new units are priced as luxury housing. This affects my family directly. We should probably protect existing affordable rentals. Residents should be involved before major decisions are made.",10091,[]
2966,leaf,Probably there is not enough affordable rental stock. I think the best first step is to protect existing affordable rentals. That would make the community feel more livable.,10094,[]
2967,leaf,"From what I see in my neighbourhood, downtown storefronts are sitting empty. It feels worse outside the downtown core. I think the best first step is to expand accessible employment programs. This is connected to the fact that potholes are damaging vehicles. That could improve if we enforce parking and speeding rules more consistently.",10021,[]
2968,leaf,"Honestly, childcare remains unaffordable for many parents. It would help to improve access to affordable childcare. The solution needs to be practical, not just symbolic.",10077,[]
2969,leaf,Probably encampments are appearing in parks and underpasses. It feels worse outside the downtown core. That could improve if we create safer low-barrier shelters. Residents should be involved before major decisions are made.,10004,[]
2970,leaf,For me it comes down to this: small businesses are struggling with high costs. I have lived here for years and the change is noticeable. That could improve if we attract industries that offer stable careers. Residents should be involved before major decisions are made.,10089,[]
2971,leaf,Probably small everyday purchases now feel expensive. It would help to expand food security programs. Residents should be involved before major decisions are made.,10044,[]
2972,leaf,I keep hearing the same concern from neighbours: seniors on fixed incomes are struggling. The people most affected often have the least influence over decisions. We should probably expand food security programs. There is also the issue that there are too few supportive housing spaces. A practical response would be to open more supportive housing.,10141,[]
2973,leaf,"Honestly, renovictions are displacing long-term tenants. Parents in the area talk about this constantly. I would like to see the city expand rent assistance. There should be clear public reporting on whether things are improving. On my street, people have been talking about this for months.",10155,[]
2974,leaf,"Honestly, youth have too few safe places to spend time. Local government should invest in youth programs. Doing nothing will only make the problem more expensive later.",10024,[]
2975,leaf,I keep hearing the same concern from neighbours: mental health and addiction services are fragmented. A practical response would be to focus on permanent housing instead of repeated displacement.,10119,[]
2976,leaf,We need to build more mixed-income housing.,10155,[]
2977,leaf,Probably small businesses are struggling with high costs. It would help to expand accessible employment programs. Doing nothing will only make the problem more expensive later.,10083,[]
2978,leaf,I would start with there are few entry-level jobs with advancement. A practical response would be to support local businesses.,10081,[]
2979,leaf,A major problem is that service is too infrequent outside rush hour. I think the best first step is to improve real-time arrival information. That would make the community feel more livable.,10122,[]
2980,leaf,"Small everyday purchases now feel expensive, especially lately. At the same time, youth have too few safe places to spend time.",10076,[]
2981,leaf,My main concern is that public washrooms are often closed. This is not just an inconvenience anymore. It would help to repair playgrounds and sports facilities.,10041,[]
2982,leaf,I would start with sports fields are difficult to book. The people most affected often have the least influence over decisions. A practical response would be to make recreation spaces easier to access. This should be treated as a long-term priority.,10022,[]
2983,leaf,For me it comes down to this: new housing takes too long to approve. That could improve if we allow more duplexes and small apartment buildings. There should be clear public reporting on whether things are improving.,10155,[]
2984,leaf,My main concern is that people do not feel safe walking at night. Parents in the area talk about this constantly. I think the best first step is to make non-emergency reporting easier.,10014,[]
2985,leaf,The biggest issue for me is that utilities and insurance keep increasing. I would like to see the city offer targeted help for low-income households.,10156,[]
2986,leaf,"One thing that really needs attention is that parks are not maintained consistently. At the same time, rent is rising faster than wages. That could improve if we allow more duplexes and small apartment buildings. I would rather see measurable progress than another study.",10108,[]
2987,leaf,"From what I see in my neighbourhood, stations and stops need better accessibility. A practical response would be to make stops safer and more accessible. This is connected to the fact that home care support is inconsistent. I think the best first step is to recruit more family doctors and nurses. That would make the community feel more livable.",10129,[]
2988,leaf,"I would start with shelters are full or feel unsafe. It would help to provide storage, washrooms, and outreach services. It would improve both quality of life and trust in local government.",10134,[]
2989,leaf,"The community has changed a lot, and now specialist referrals take months. I have lived here for years and the change is noticeable. We should probably increase home-care capacity. I would also add that small everyday purchases now feel expensive. Doing nothing will only make the problem more expensive later.",10016,[]
2990,leaf,My main concern is that property taxes and housing costs are squeezing fixed-income residents. We should probably allow more duplexes and small apartment buildings.,10147,[]
2991,leaf,My main concern is that small everyday purchases now feel expensive. I have lived here for years and the change is noticeable. We should probably improve access to affordable childcare.,10077,[]
2992,leaf,"From what I see in my neighbourhood, there are few entry-level jobs with advancement. A practical response would be to expand accessible employment programs. This is connected to the fact that young adults cannot afford to move out. I think the best first step is to use public land for non-market housing. That would make the community feel more livable.",10156,[]
2993,leaf,"One thing that really needs attention is that buses are late and sometimes do not show up. It is especially difficult for seniors and people on fixed incomes. I think the best first step is to add routes in underserved areas. At the same time, after-school programs are limited. Local government should repair aging school facilities.",10045,[]
2994,leaf,The first thing I would fix is the fact that groceries cost noticeably more every month. Local government should expand food security programs.,10044,[]
2995,leaf,"Honestly, many available jobs do not pay enough. We should probably attract industries that offer stable careers.",10156,[]
2996,leaf,"My main concern is that some families cannot access tutoring or technology. Doing nothing will only make the problem more expensive later. The situation varies by neighbourhood, so one solution may not fit everywhere.",10061,[]
2997,leaf,I keep hearing the same concern from neighbours: class sizes are too large. This affects my family directly. We should probably fund more classroom support.,10052,[]
2998,leaf,The biggest issue for me is that public washrooms are often closed. A practical response would be to keep washrooms open longer. I would rather see measurable progress than another study.,10108,[]
2999,leaf,"I would start with encampments are appearing in parks and underpasses... This affects my family directly. It would help to open more supportive housing. The solution needs to be practical, not just symbolic. It is particularly visible around schools and shopping areas.",10004,[]
3000,leaf,"From what I see in my neighbourhood, small everyday purchases now feel expensive. It is especially difficult for seniors and people on fixed incomes. I would like to see the city offer targeted help for low-income households. Another concern is that shelters are full or feel unsafe.",10156,[]
3001,leaf,"Honestly, stations and stops need better accessibility. I have lived here for years and the change is noticeable. That could improve if we run buses more frequently. Doing nothing will only make the problem more expensive later.",10127,[]
3002,leaf,For me it comes down to this: new housing takes too long to approve. A practical response would be to expand rent assistance. Doing nothing will only make the problem more expensive later.,10155,[]
3003,leaf,For me it comes down to this: residents and unhoused people are being pushed into conflict. The people most affected often have the least influence over decisions. We should probably improve addiction treatment access. Doing nothing will only make the problem more expensive later.,10118,[]
3004,leaf,I keep hearing the same concern from neighbours: health services are difficult to navigate. It would help to recruit more family doctors and nurses. Residents should be involved before major decisions are made.,10154,[]
3005,leaf,"A major problem is that wages have not kept up with basic expenses. I would also add that some neighbourhoods have poor transit coverage. The solution needs to be practical, not just symbolic. It is particularly visible around schools and shopping areas.",10043,[]
3006,leaf,I keep hearing the same concern from neighbours: childcare remains unaffordable for many parents. This is not just an inconvenience anymore. That could improve if we make city services more affordable. I would also add that sports fields are difficult to book.,10077,[]
3007,leaf,For me it comes down to this: families are cutting back on food and activities. It feels worse outside the downtown core. Local government should make city services more affordable. This is connected to the fact that potholes are damaging vehicles.,10021,[]
3008,leaf,"I keep hearing the same concern from neighbours: poor lighting makes some streets feel unsafe. On my street, people have been talking about this for months.",10013,[]
3009,leaf,"My main concern is that youth have too few safe places to spend time. At the same time, local employers cannot find workers with the right training. Residents should be involved before major decisions are made.",10024,[]
3010,leaf,"Honestly, some neighbourhoods lack usable green space. A practical response would be to plant more trees. There should be clear public reporting on whether things are improving.",10049,[]
3011,leaf,My main concern is that there are too few trees and shaded areas. It feels worse outside the downtown core. It would help to plant more trees.,10152,[]
3012,leaf,Probably new housing takes too long to approve. Parents in the area talk about this constantly. I would like to see the city protect existing affordable rentals.,10138,[]
3013,leaf,The first thing I would fix is the fact that drivers speed through residential streets. The people most affected often have the least influence over decisions. A practical response would be to repair roads before they deteriorate further.,10153,[]
3014,leaf,The first thing I would fix is the fact that utilities and insurance keep increasing. This is not just an inconvenience anymore. I would like to see the city improve access to affordable childcare.,10063,[]
3015,leaf,i keep hearing the same concern from neighbours: recycling rules are confusing. a practical response would be to make recycling instructions clearer.,10017,[]
3016,leaf,For me it comes down to this: stations and stops need better accessibility. The people most affected often have the least influence over decisions. That could improve if we increase late-night service.,10129,[]
3017,leaf,For me it comes down to this: parks are not maintained consistently. Local government should keep washrooms open longer. It would improve both quality of life and trust in local government.,10152,[]
3018,leaf,"From what I see in my neighbourhood, transfers are unreliable. Local government should improve real-time arrival information. Doing nothing will only make the problem more expensive later. It is particularly visible around schools and shopping areas.",10046,[]
3019,leaf,My main concern is that wages have not kept up with basic expenses. You notice it more when you do not own a car. I would like to see the city reduce unnecessary fees.,10156,[]
3020,leaf,One thing that really needs attention is that some neighbourhoods lack usable green space. I think the best first step is to improve litter collection.,10038,[]
3021,leaf,One thing that really needs attention is that groceries cost noticeably more every month. I would like to see the city expand food security programs.,10044,[]
3022,leaf,The biggest issue for me is that renovictions are displacing long-term tenants. You notice it more when you do not own a car. It would help to expand rent assistance. Another concern is that walk-in clinics are overcrowded. It would help to expand community health centres. This should be treated as a long-term priority.,10155,[]
3023,leaf,I would start with there is not enough affordable rental stock. It would help to protect existing affordable rentals. I would also add that public washrooms are often closed. Local government should create more small neighbourhood parks.,10155,[]
3024,leaf,The first thing I would fix is the fact that mental health and addiction services are fragmented. I think the best first step is to pair outreach workers with health professionals. Another concern is that people with disabilities face barriers to employment. A practical response would be to revitalize vacant commercial areas.,10158,[]
3025,leaf,"Honestly, encampments are appearing in parks and underpasses. We should probably improve addiction treatment access.",10003,[]
3026,leaf,for me it comes down to this: residents do not know where to report non-emergency problems. a practical response would be to improve street lighting.,10013,[]
3027,leaf,"Honestly, drivers speed through residential streets. Parents in the area talk about this constantly. I think the best first step is to improve winter maintenance.",10023,[]
3028,leaf,We need to support home energy retrofits. Another concern is that seniors on fixed incomes are struggling. Residents should be involved before major decisions are made.,10018,[]
3029,leaf,"The community has changed a lot, and now there is not enough affordable rental stock. I think the best first step is to use public land for non-market housing. Residents should be involved before major decisions are made.",10155,[]
3030,leaf,I keep hearing the same concern from neighbours: health services are difficult to navigate. I would like to see the city fund more counselling and crisis services. I would also add that recycling rules are confusing.,10154,[]
3031,leaf,I keep hearing the same concern from neighbours: starter homes are out of reach. We should probably protect existing affordable rentals. Doing nothing will only make the problem more expensive later.,10036,[]
3032,leaf,For me it comes down to this: specialist referrals take months. I would like to see the city recruit more family doctors and nurses. I would rather see measurable progress than another study.,10016,[]
3033,leaf,The first thing I would fix is the fact that wages have not kept up with basic expenses. I would like to see the city support living-wage jobs. There is also the issue that traffic congestion is getting worse.,10063,[]
3034,leaf,"Childcare remains unaffordable for many parents, especially lately. At the same time, transit feels less safe late at night. A practical response would be to improve real-time arrival information. Doing nothing will only make the problem more expensive later.",10034,[]
3035,leaf,"I would start with health services are difficult to navigate. Parents in the area talk about this constantly. That could improve if we recruit more family doctors and nurses. Another concern is that residents and unhoused people are being pushed into conflict. The solution needs to be practical, not just symbolic.",10158,[]
3036,leaf,The first thing I would fix is the fact that stations and stops need better accessibility. Local government should increase late-night service. There is also the issue that families are cutting back on food and activities.,10129,[]
3037,leaf,I would start with mental health care is hard to access. It feels worse outside the downtown core. That could improve if we recruit more family doctors and nurses. This is connected to the fact that young adults cannot afford to move out. It would improve both quality of life and trust in local government.,10158,[]
3038,leaf,"From what I see in my neighbourhood, walk-in clinics are overcrowded. I would like to see the city recruit more family doctors and nurses. That would make the community feel more livable.",10154,[]
3039,leaf,"From what I see in my neighbourhood, new housing takes too long to approve. This affects my family directly. I think the best first step is to speed up approvals for apartment construction.",10140,[]
3040,leaf,The biggest issue for me is that specialist referrals take months. Local government should expand community health centres. This is connected to the fact that people are being moved without receiving long-term support.,10016,[]
3041,leaf,Probably local employers cannot find workers with the right training... It would help to encourage employers to pay living wages.,10156,[]
3042,leaf,For me it comes down to this: some neighbourhoods have poor transit coverage. This is not just an inconvenience anymore. I would like to see the city coordinate transfers better. Another concern is that mental health and addiction services are fragmented. That could improve if we open more supportive housing. This should be treated as a long-term priority. It is particularly visible around schools and shopping areas.,10042,[]
3043,leaf,Starter homes are out of reach. It is getting harder to ignore. Doing nothing will only make the problem more expensive later.,10036,[]
3044,leaf,"From what I see in my neighbourhood, people with disabilities face barriers to employment. You notice it more when you do not own a car. Local government should revitalize vacant commercial areas.",10010,[]
3045,leaf,Probably property theft has become more common. Even small improvements would make daily life easier. It would help to invest in youth programs.,10109,[]
3046,leaf,"I keep hearing the same concern from neighbours: young adults cannot afford to move out. I would like to see the city allow more duplexes and small apartment buildings. The solution needs to be practical, not just symbolic.",10114,[]
3047,leaf,School buildings need repairs. It is getting harder to ignore. That would make the community feel more livable.,10053,[]
3048,leaf,A major problem is that it is difficult to find a family doctor... Local government should increase home-care capacity. There should be clear public reporting on whether things are improving. I see the impact on my commute almost every day.,10154,[]
3049,leaf,The first thing I would fix is the fact that flooding is becoming more frequent. This affects my family directly. I think the best first step is to improve flood prevention. I would also add that too many new units are priced as luxury housing.,10136,[]
3050,leaf,"I keep hearing the same concern from neighbours: construction projects seem poorly coordinated. I do not expect an overnight solution, but the current approach is not working. I think the best first step is to coordinate construction schedules. The situation varies by neighbourhood, so one solution may not fit everywhere.",10059,[]
3051,leaf,"From what I see in my neighbourhood, teenagers have few affordable activities. A practical response would be to expand youth mental health services. I would also add that walk-in clinics are overcrowded. Residents should be involved before major decisions are made.",10028,[]
3052,leaf,"Probably small businesses are struggling with high costs. I would like to see the city encourage employers to pay living wages. The solution needs to be practical, not just symbolic.",10156,[]
3053,leaf,My main concern is that car dependence contributes to pollution. That would make the community feel more livable.,10002,[]
3054,leaf,"From what I see in my neighbourhood, more people are sleeping outside. Local government should focus on permanent housing instead of repeated displacement. The situation varies by neighbourhood, so one solution may not fit everywhere.",10032,[]
3055,leaf,"Stations and stops need better accessibility, especially lately.",10127,[]
3056,leaf,"My main concern is that property taxes and housing costs are squeezing fixed-income residents. This affects my family directly. I think the best first step is to build more mixed-income housing. This is connected to the fact that there are too few supportive housing spaces. I think the best first step is to provide storage, washrooms, and outreach services.",10147,[]
3057,leaf,The biggest issue for me is that it is difficult to find a family doctor. A practical response would be to recruit more family doctors and nurses.,10054,[]
3058,leaf,The first thing I would fix is the fact that too many new units are priced as luxury housing. It would improve both quality of life and trust in local government.,10136,[]
3059,leaf,probably renovictions are displacing long-term tenants. it feels worse outside the downtown core. that could improve if we use public land for non-market housing. i would rather see measurable progress than another study.,10106,[]
3060,leaf,"from what i see in my neighbourhood, schools need more educational assistants. a practical response would be to fund more classroom support. i would rather see measurable progress than another study.",10104,[]
3061,leaf,We need to coordinate transfers better. Doing nothing will only make the problem more expensive later.,10046,[]
3062,leaf,For me it comes down to this: service is too infrequent outside rush hour... That could improve if we add routes in underserved areas. I would also add that people with disabilities face barriers to employment. We should probably attract industries that offer stable careers.,10151,[]
3063,leaf,"Honestly, property theft has become more common. It is especially difficult for seniors and people on fixed incomes. Local government should make non-emergency reporting easier.",10109,[]
3064,leaf,"Honestly, young people are leaving for better opportunities. I have lived here for years and the change is noticeable. We should probably expand accessible employment programs.",10068,[]
3065,leaf,"The community has changed a lot, and now there is not enough affordable rental stock. We should probably build more mixed-income housing. That would make the community feel more livable.",10155,[]
3066,leaf,"The community has changed a lot, and now property taxes and housing costs are squeezing fixed-income residents. A practical response would be to allow more duplexes and small apartment buildings. I would rather see measurable progress than another study.",10106,[]
3067,leaf,For me it comes down to this: wages have not kept up with basic expenses. It is especially difficult for seniors and people on fixed incomes. That could improve if we expand food security programs. Another concern is that small businesses are struggling with high costs. It would help to create better job-training partnerships. There should be clear public reporting on whether things are improving.,10156,[]
3068,leaf,"The first thing I would fix is the fact that it is difficult to find a family doctor. I think the best first step is to fund more counselling and crisis services. At the same time, residents and unhoused people are being pushed into conflict. Local government should create safer low-barrier shelters. Doing nothing will only make the problem more expensive later.",10154,[]
3069,leaf,My main concern is that after-school programs are limited. Another concern is that utilities and insurance keep increasing. I think the best first step is to expand food security programs.,10156,[]
3070,leaf,For me it comes down to this: stations and stops need better accessibility. Local government should add routes in underserved areas.,10128,[]
3071,leaf,"The community has changed a lot, and now there is not enough affordable rental stock. A practical response would be to use public land for non-market housing.",10155,[]
3072,leaf,probably mental health care is hard to access. this is not just an inconvenience anymore. i would like to see the city increase home-care capacity.,10030,[]
3073,leaf,I would start with small everyday purchases now feel expensive. That could improve if we make city services more affordable.,10076,[]
3074,leaf,One thing that really needs attention is that mental health and addiction services are fragmented. Even small improvements would make daily life easier. It would help to open more supportive housing.,10119,[]
3075,leaf,"Honestly, specialist referrals take months. A practical response would be to recruit more family doctors and nurses. This should be treated as a long-term priority. On my street, people have been talking about this for months.",10016,[]
3076,leaf,For me it comes down to this: groceries cost noticeably more every month. Parents in the area talk about this constantly. Local government should offer targeted help for low-income households. Another concern is that there are too few supportive housing spaces. We should probably open more supportive housing.,10044,[]
3077,leaf,For me it comes down to this: young adults cannot afford to move out. It would help to protect existing affordable rentals. I would rather see measurable progress than another study.,10107,[]
3078,leaf,"A major problem is that older buildings waste too much energy. This is not just an inconvenience anymore. It would help to expand cooling centres and tree cover. I would rather see measurable progress than another study. On my street, people have been talking about this for months.",10018,[]
3079,leaf,I would start with walk-in clinics are overcrowded. We should probably make referral systems easier to navigate.,10072,[]
3080,leaf,The first thing I would fix is the fact that too many new units are priced as luxury housing. It would help to expand rent assistance. That would make the community feel more livable.,10136,[]
3081,leaf,My main concern is that emergency room waits are extremely long. We should probably expand community health centres. There is also the issue that wages have not kept up with basic expenses. I would like to see the city reduce unnecessary fees. Residents should be involved before major decisions are made.,10154,[]
3082,leaf,"The community has changed a lot, and now property theft has become more common. A practical response would be to work more closely with local businesses and residents. I would also add that some neighbourhoods lack usable green space. This should be treated as a long-term priority. A neighbour recently told me they were considering moving because of it.",10111,[]
3083,leaf,Emergency room waits are extremely long... It is getting harder to ignore.,10074,[]
3084,leaf,A major problem is that traffic congestion is getting worse. Local government should redesign dangerous intersections.,10153,[]
